staging_id,company,season,episode_number,pitch_number,season_start,season_end,original_air_date,episode_title,anchor,sector,business_description,company_website,started_in,founder_count,male_presenters,female_presenters,transgender_presenters,couple_presenters,pitchers_average_age,pitchers_city,pitchers_state,yearly_revenue,monthly_sales,gross_margin,net_margin,ebitda,cash_burn,skus,has_patents,bootstrapped,part_of_match_off,asked_amount,equity_asked,valuation_requested,received_offer,accepted_offer,invested_amount,equity_final,total_deal_debt,deal_valuation,number_of_sharks_in_deal,deal_has_conditions,royalty_percentage,royalty_recouped_amount,advisory_shares_equity,namita_present,vineeta_present,anupam_present,aman_present,peyush_present,ritesh_present,amit_present,guest_present
258,CureSee,Season 2,34,258,2023-01-02,2023-03-10,2023-02-16,Growing Ideas Into Successful Businesses,Rahul Dua,Medical/Health,Artificial Intelligence (AI) based vision therapy,https://curesee.com/,2019,3,3.0,,,0,,Gurgaon,Haryana,0.0,264.0,,,,,,0,0,0,40.0,5.0,800.0,1,1,50.0,10.0,,500.0,1.0,0,,,,1,1,1,1,1,0,0,0
259,MeduLance,Season 2,35,259,2023-01-02,2023-03-10,2023-02-17,Business Ideas Ka Pitara,Rahul Dua,Medical/Health,One-stop solution for all healthcare needs,https://medulance.com/,,2,2.0,,,0,,Delhi,Delhi,240.0,,,24.0,,,,0,0,0,200.0,1.0,20000.0,1,1,200.0,2.0,,10000.0,3.0,0,,,,1,0,1,1,1,0,1,0
260,Cakelicious,Season 2,35,260,2023-01-02,2023-03-10,2023-02-17,Business Ideas Ka Pitara,Rahul Dua,Food and Beverage,Cakes Online,,,2,,2.0,,0,,Kolkata,West Bengal,,3.0,60.0,40.0,,,,0,0,0,25.0,5.0,500.0,1,1,25.0,20.0,,125.0,1.0,0,,,,1,0,1,1,1,0,1,0
261,Bowled.io,Season 2,35,261,2023-01-02,2023-03-10,2023-02-17,Business Ideas Ka Pitara,Rahul Dua,Fitness/Sports/Outdoors,Play-to-Earn Social Gaming Platform,https://www.bowled.io/,,2,2.0,,,0,,Mumbai,Maharashtra,,,,,,,,0,0,0,80.0,1.0,8000.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
262,Toyshine,Season 2,35,262,2023-01-02,2023-03-10,2023-02-17,Business Ideas Ka Pitara,Rahul Dua,Manufacturing,Collection of Toys,https://toyshine.in/,,1,1.0,,,0,,Jalandhar,Punjab,4500.0,450.0,,15.0,,,,0,0,0,125.0,0.5,25000.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
263,neuphony,Season 2,36,263,2023-01-02,2023-03-10,2023-02-20,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,Medical/Health,Wearable EEG Headband,https://neuphony.com/,2022,2,1.0,1.0,,1,,Noida,Uttar Pradesh,,,,,,,,0,0,0,100.0,2.0,5000.0,1,1,100.0,5.4,,1851.851852,2.0,0,,,,1,1,1,1,1,0,0,0
264,Amrutam,Season 2,36,264,2023-01-02,2023-03-10,2023-02-20,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,Food and Beverage,Ayurvedic Lifestyle products,https://amrutam.co.in/,2017,3,2.0,1.0,,0,,Gwalior,Madhya Pradesh,110.0,,,,,,,0,0,0,50.0,2.0,2500.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
265,HoloKitab,Season 2,36,265,2023-01-02,2023-03-10,2023-02-20,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,Technology/Software,Augmented Reality content for books,https://www.holokitab.in/,,2,2.0,,,0,,Jalandhar,Punjab,0.0,,,,,,,0,0,0,45.0,10.0,450.0,1,1,45.0,25.0,,180.0,1.0,1,,,,1,1,1,1,1,0,0,0
266,Zoe,Season 2,37,266,2023-01-02,2023-03-10,2023-02-21,Bharat Ka Kal,Rahul Dua,Food and Beverage,Nutrition For Life. Shop health & wellness products,https://www.zoe.menu/,,2,1.0,1.0,,1,,Gurgaon,Haryana,120.0,,,,,,,0,0,0,75.0,5.0,1500.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
267,Hornback,Season 2,37,267,2023-01-02,2023-03-10,2023-02-21,Bharat Ka Kal,Rahul Dua,Vehicles/Electrical Vehicles,Diamond frame folding bicycles,https://hornback.bike/,,2,2.0,,,0,,Hyderabad,Telangana,,,,,,,,1,0,0,50.0,1.0,5000.0,1,1,50.0,2.5,,2000.0,1.0,1,,,,1,0,1,1,1,0,1,0
268,Malaki,Season 2,37,268,2023-01-02,2023-03-10,2023-02-21,Bharat Ka Kal,Rahul Dua,Food and Beverage,Non-Alcoholic Beverages,https://malaki.in/,,2,2.0,,,0,,Mumbai,Maharashtra,270.0,42.0,56.0,13.0,,,,0,0,0,50.0,1.0,5000.0,1,1,50.0,3.0,,1666.666667,2.0,0,,,,1,0,1,1,1,0,1,0
269,nanoclean,Season 2,37,269,2023-01-02,2023-03-10,2023-02-21,Bharat Ka Kal,Rahul Dua,Manufacturing,Contamination Control Solutions,https://nanoclean.store/,2017,1,1.0,,,0,,Bikaner,Rajasthan,110.0,5.0,,,,,,1,0,0,80.0,2.0,4000.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
270,DesmondJi,Season 2,38,270,2023-01-02,2023-03-10,2023-02-22,Innovation And Imagination,Rahul Dua,Liquor/Alcohol,"Spirits, Liqueurs & Cocktail Blends",,,2,2.0,,,0,,Goa,Goa,1200.0,125.0,,,,,,0,0,0,100.0,1.0,10000.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
271,Cremeitalia,Season 2,38,271,2023-01-02,2023-03-10,2023-02-22,Innovation And Imagination,Rahul Dua,Food and Beverage,Fresh Italian Cheese Products,https://cremeitalia.com/,,1,1.0,,,0,,Mumbai,Maharashtra,,62.0,,,,,,0,0,0,90.0,1.5,6000.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
272,nawgati,Season 2,38,272,2023-01-02,2023-03-10,2023-02-22,Innovation And Imagination,Rahul Dua,Business Services,Congestion Management for Fuel Stations,https://www.nawgati.com/,,3,3.0,,,0,,Noida,Uttar Pradesh,,,,,,,,0,0,0,67.0,2.0,3350.0,1,1,67.0,3.0,,2233.333333,2.0,0,,,,1,0,1,1,1,0,1,0
273,Swytchd,Season 2,38,273,2023-01-02,2023-03-10,2023-02-22,Innovation And Imagination,Rahul Dua,Vehicles/Electrical Vehicles,All-inclusive Electric Vehicle Subscription,https://swytchd.com/,,1,1.0,,,0,,Bangalore,Karnataka,,,,,,,,0,0,0,50.0,3.0,1666.666667,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
274,GladFul,Season 2,39,274,2023-01-02,2023-03-10,2023-02-23,Revolutionary Ideas And Successful Businesses,Rahul Dua,Food and Beverage,Natural High Protein Rich & Healthy Foods,https://gladful.in/,2022,2,1.0,1.0,,0,,Jaipur,Rajasthan,,24.0,,,,,,0,0,0,50.0,2.0,2500.0,1,1,50.0,3.5,,1428.571429,3.0,0,,,,1,0,1,1,1,0,1,0
275,Pharmallama,Season 2,39,275,2023-01-02,2023-03-10,2023-02-23,Revolutionary Ideas And Successful Businesses,Rahul Dua,Medical/Health,Simplified pharmacy,https://pharmallama.com/,2022,3,3.0,,,0,,Bangalore,Karnataka,,24.0,,,,,,0,0,0,100.0,1.5,6666.666667,1,1,200.0,5.0,,4000.0,5.0,0,,,,1,0,1,1,1,0,1,0
276,CraveRajaFoods,Season 2,39,276,2023-01-02,2023-03-10,2023-02-23,Revolutionary Ideas And Successful Businesses,Rahul Dua,Food and Beverage,Cloud-kitchen service,https://craverajafoods.com/,2020,2,2.0,,,0,,Kolkata,West Bengal,256.0,20.0,70.0,3.0,,,,0,0,0,65.0,3.0,2166.666667,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
277,VAPerfume,Season 2,39,277,2023-01-02,2023-03-10,2023-02-23,Revolutionary Ideas And Successful Businesses,Rahul Dua,Lifestyle/Home,"Devotional, meditational, and romantic incense",http://www.vaperfume.com/,,1,1.0,,,0,,Mumbai,Maharashtra,,,56.0,35.0,,,,0,0,0,100.0,10.0,1000.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
278,Hood,Season 2,40,278,2023-01-02,2023-03-10,2023-02-24,Creating Valuable Businesses,Rahul Dua,Technology/Software,Pseudonymous social network,https://www.hood.live/,2022,3,3.0,,,0,,Gurgaon,Haryana,0.0,,,,,,,0,0,0,120.0,0.2,60000.0,1,1,60.0,0.54,60.0,11111.11111,2.0,0,,,,1,0,1,1,1,0,1,0
279,TwistingScoops,Season 2,40,279,2023-01-02,2023-03-10,2023-02-24,Creating Valuable Businesses,Rahul Dua,Food and Beverage,Authentic turkish ice cream,https://twistingscoops.com/,,2,2.0,,,0,,Delhi,Delhi,,,,40.0,,,,0,0,0,100.0,2.5,4000.0,1,0,,,,,,0,,,,1,0,1,1,1,0,1,0
280,GROWiT,Season 2,40,280,2023-01-02,2023-03-10,2023-02-24,Creating Valuable Businesses,Rahul Dua,Agriculture,Protective farming products,https://thegrowit.com/,,2,2.0,,,0,,Surat,Gujarat,,,22.0,,,,,0,0,0,100.0,1.0,10000.0,1,1,50.0,1.0,50.0,5000.0,2.0,0,,,,1,0,1,1,1,0,1,0
281,Makino,Season 2,41,281,2023-01-02,2023-03-10,2023-02-27,Out Of The Box Business Ideas,Rahul Dua,Food and Beverage,Nachos & Nuts,https://makino-new.myshopify.com/,2018,4,4.0,,,0,,Himmatnagar,Gujarat,,2.5,40.0,,,,,0,0,0,200.0,2.0,10000.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
282,Trunome,Season 2,41,282,2023-01-02,2023-03-10,2023-02-27,Out Of The Box Business Ideas,Rahul Dua,Medical/Health,Post Transplant Care,https://acrannolife.com/,,2,2.0,,,0,,Chennai,Tamil Nadu,,,,,,,,1,0,0,150.0,1.0,15000.0,1,1,150.0,2.0,,7500.0,4.0,0,,,,1,1,1,1,1,0,0,0
283,Wol3D,Season 2,41,283,2023-01-02,2023-03-10,2023-02-27,Out Of The Box Business Ideas,Rahul Dua,Manufacturing,3D printing technology,https://worldoflilliputs.com/,2016,4,2.0,2.0,,1,,Mumbai,Maharashtra,,,30.0,,,,,0,0,0,150.0,1.0,15000.0,1,1,80.0,2.0,70.0,4000.0,1.0,0,,,,1,1,1,1,1,0,0,0
284,What'sUpWellness,Season 2,41,284,2023-01-02,2023-03-10,2023-02-27,Out Of The Box Business Ideas,Rahul Dua,Food and Beverage,Wellness in the form of quick bites,https://whatsupwellness.in/,,2,1.0,1.0,,0,,Kolkata,West Bengal,,30.0,,,,,,0,0,0,50.0,3.0,1666.666667,1,1,60.0,4.76,,1260.504202,3.0,0,,,,1,1,1,1,1,0,0,0
285,ProostBeer,Season 2,42,285,2023-01-02,2023-03-10,2023-02-28,Building Businesses From Scratch,Rahul Dua,Food and Beverage,Freshly brewed beer,https://www.proost69.com/,2018,2,2.0,,,0,,Delhi,Delhi,,,,,,,,0,0,0,100.0,0.75,13333.33333,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
286,DrCubes,Season 2,42,286,2023-01-02,2023-03-10,2023-02-28,Building Businesses From Scratch,Rahul Dua,Food and Beverage,Frozen Fresh cubes,https://drcubes.in/,2017,2,2.0,,,0,,Bangalore,Karnataka,75.0,,45.0,35.0,,,,0,0,0,80.0,15.0,533.3333333,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
287,MetroRide,Season 2,42,287,2023-01-02,2023-03-10,2023-02-28,Building Businesses From Scratch,Rahul Dua,Vehicles/Electrical Vehicles,Metro Shuttle Service Access Transportation,https://metroride.in/,,2,2.0,,,0,,Bangalore,Karnataka,54.0,25.0,,,,,,0,0,0,75.0,1.0,7500.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
288,Conker,Season 2,42,288,2023-01-02,2023-03-10,2023-02-28,Building Businesses From Scratch,Rahul Dua,Technology/Software,Skill Based Learning Online Courses,https://learn.conkerworld.com/,,1,1.0,,,0,,Bangalore,Karnataka,120.0,22.0,50.0,8.0,,,,0,0,0,40.0,1.0,4000.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
289,WTF,Season 2,43,289,2023-01-02,2023-03-10,2023-03-01,Creating Value Through Ideas,Rahul Dua,Food and Beverage,Where's The Food,,,1,1.0,,,0,,Kolkata,West Bengal,,,,,,,,0,0,0,75.0,5.0,1500.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
290,funngro,Season 2,43,290,2023-01-02,2023-03-10,2023-03-01,Creating Value Through Ideas,Rahul Dua,Technology/Software,Smart Teens work with Smart companies,https://www.funngro.com/,2021,3,1.0,2.0,,1,,Mumbai,Maharashtra,,,,,,,,0,0,0,50.0,1.25,4000.0,1,1,50.0,4.16,,1201.923077,2.0,0,,,,1,0,1,1,1,0,1,0
291,Aadvik,Season 2,43,291,2023-01-02,2023-03-10,2023-03-01,Creating Value Through Ideas,Rahul Dua,Food and Beverage,Buy Camel & Goat Milk,https://aadvikfoods.com/,,2,2.0,,,0,,Delhi,Delhi,720.0,50.0,,,,,,0,0,0,60.0,1.5,4000.0,1,1,15.0,1.5,45.0,1000.0,1.0,0,,,,1,0,1,1,1,0,1,0
292,oyehappy,Season 2,43,292,2023-01-02,2023-03-10,2023-03-01,Creating Value Through Ideas,Rahul Dua,Business Services,"Unique Gifts, Customized Gifts, Romantic Gifts, Thoughtful Gifts",https://www.oyehappy.com/,,2,2.0,,,0,,Hyderabad,Telangana,1005.0,80.0,80.0,,,,,0,0,0,50.0,1.0,5000.0,0,,,,,,,0,,,,1,0,1,1,1,0,1,0
293,HealthyMaster,Season 2,44,293,2023-01-02,2023-03-10,2023-03-02,Entrepreneurship Ka Junoon,Rahul Dua,Food and Beverage,"Online Dry Fruits, Snacks, Berries, Chips",https://healthymaster.in/,2019,3,1.0,2.0,,1,,Bangalore,Karnataka,,20.0,45.0,,,,,0,0,0,50.0,2.0,2500.0,1,1,50.0,6.5,,769.2307692,1.0,0,,,,1,1,1,1,1,0,0,0
294,Kitsons,Season 2,44,294,2023-01-02,2023-03-10,2023-03-02,Entrepreneurship Ka Junoon,Rahul Dua,Lifestyle/Home,"Stationery, Art & Craft, Books & Toy Retail Space",https://kitsons.in/,2010,3,3.0,,,0,,Hyderabad,Telangana,,,,,,,,0,0,0,1000.0,10.0,10000.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
295,LondonBubble,Season 2,44,295,2023-01-02,2023-03-10,2023-03-02,Entrepreneurship Ka Junoon,Rahul Dua,Food and Beverage,Waffle Chips Online,https://londonbubbleco.com/,,2,2.0,,,0,,Mumbai,Maharashtra,,,,,,,,0,0,0,75.0,5.0,1500.0,1,1,75.0,15.0,,500.0,1.0,0,,,,1,1,1,1,1,0,0,0
296,WaggyZone,Season 2,44,296,2023-01-02,2023-03-10,2023-03-02,Entrepreneurship Ka Junoon,Rahul Dua,Animal/Pets,"Ice Cream Treat for Dogs, Puppies and Cats",https://waggyzone.com/,,1,,1.0,,0,,Mumbai,Maharashtra,0.0,1.0,60.0,,,,,0,0,0,50.0,5.0,1000.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
297,NutriCook,Season 2,45,297,2023-01-02,2023-03-10,2023-03-03,True Meaning Of Entrepreneurship,Rahul Dua,Food and Beverage,"Smart Pots, Air Fryers, Air Fryer Oven",https://www.nutricookindia.com/,,2,1.0,1.0,,0,,"Bangalore,Punganur","Karnataka,Andhra Pradesh",13.0,,,,,,,0,0,0,100.0,2.0,5000.0,1,1,50.0,10.0,50.0,500.0,1.0,0,,,,1,1,1,1,1,0,0,0
298,Subhag,Season 2,45,298,2023-01-02,2023-03-10,2023-03-03,True Meaning Of Entrepreneurship,Rahul Dua,Medical/Health,Health-tech IUI Treatment Procedure for Infertility,https://subhag.in/,,3,3.0,,,0,,"Jhumri Telaiya,Raipur","Jharkhand,Chhattisgarh",,0.0,,,,,,1,0,0,50.0,1.0,5000.0,1,1,20.0,1.0,30.0,2000.0,1.0,0,,,,1,1,1,1,1,0,0,0
299,SinghStyled,Season 2,45,299,2023-01-02,2023-03-10,2023-03-03,True Meaning Of Entrepreneurship,Rahul Dua,Beauty/Fashion,Sikh Gentleman to maintain their Guru-gifted identity,https://www.singhstyled.com/,2019,2,2.0,,,0,,Mumbai,Maharashtra,,7.5,,,,,,0,0,0,50.0,5.0,1000.0,1,1,50.0,10.0,,500.0,1.0,1,,,,1,1,1,1,1,0,0,0
300,ZSportsTech,Season 2,46,300,2023-01-02,2023-03-10,2023-03-06,Different Colours Of Entrepreneurship,Rahul Dua,Fitness/Sports/Outdoors,Cricket Sport Shop,https://www.zsportstech.com/,,2,2.0,,,0,,Mumbai,Maharashtra,31.0,,,,,,,0,0,0,60.0,2.0,3000.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
301,ThePlatedProject,Season 2,46,301,2023-01-02,2023-03-10,2023-03-06,Different Colours Of Entrepreneurship,Rahul Dua,Business Services,Decor Plates & Dinnerware,https://www.theplatedproject.com/,,1,1.0,,,0,,Mumbai,Maharashtra,,,,,,,,0,0,0,75.0,2.0,3750.0,1,1,75.0,3.75,,2000.0,3.0,0,,,,1,1,1,1,1,0,0,0
302,VsnapU,Season 2,46,302,2023-01-02,2023-03-10,2023-03-06,Different Colours Of Entrepreneurship,Rahul Dua,Business Services,Professional Photography service,https://www.vsnapu.com/,2017,4,4.0,,,0,,Goa,Goa,,15.0,,,,,,0,0,0,50.0,1.5,3333.333333,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
303,TheHealthyFactory,Season 2,46,303,2023-01-02,2023-03-10,2023-03-06,Different Colours Of Entrepreneurship,Rahul Dua,Food and Beverage,Protein bread,https://www.thehealthfactory.in/,2018,2,2.0,,,0,,Mumbai,Maharashtra,,,56.0,,,,,0,0,0,75.0,2.1,3571.428571,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
304,Brevistay,Season 2,47,304,2023-01-02,2023-03-10,2023-03-07,Tunnel Se Tank Tak Ka Safar,Rahul Dua,Business Services,Booking hotels for hours,https://www.brevistay.com/,2016,5,5.0,,,0,,"Dehradun,Nainital,Lucknow","Uttarakhand,Uttar Pradesh",,42.0,,,,,,0,0,0,100.0,1.66,6024.096386,0,,,,,,,0,,,,1,1,1,1,0,0,1,0
305,SoulUp,Season 2,47,305,2023-01-02,2023-03-10,2023-03-07,Tunnel Se Tank Tak Ka Safar,Rahul Dua,Business Services,Real Conversations Real People,https://www.soulup.in/,,2,,2.0,,0,,Bangalore,Karnataka,,,,,,,,0,0,0,50.0,3.0,1666.666667,1,1,50.0,5.0,,1000.0,1.0,0,,,,1,1,1,1,0,0,1,0
306,TheBigBookBox ChapterOneBooks,Season 2,47,306,2023-01-02,2023-03-10,2023-03-07,Tunnel Se Tank Tak Ka Safar,Rahul Dua,Lifestyle/Home,New paperback and hardcover books,https://www.thebigbookbox.com/,,2,1.0,1.0,,0,,Gopalganj,Bihar,140.0,,,,,,,0,0,0,50.0,8.0,625.0,0,,,,,,,0,,,,1,1,1,1,0,0,1,0
307,Rubans,Season 2,48,307,2023-01-02,2023-03-10,2023-03-08,"Pitchers, Investments And Businesses",Rahul Dua,Beauty/Fashion,Artificial Jewellery Set Online,https://www.rubans.in/,2014,2,1.0,1.0,,1,,Bangalore,Karnataka,5100.0,,,,,,,0,0,0,150.0,0.5,30000.0,1,1,100.0,1.0,50.0,10000.0,3.0,0,,,,1,1,1,1,1,0,1,0
308,SameNotification,Season 2,48,308,2023-01-02,2023-03-10,2023-03-08,"Pitchers, Investments And Businesses",Rahul Dua,Technology/Software,parental monitoring app,,,1,1.0,,,0,,"Ahmedabad,Mirzapur","Gujarat,Uttar Pradesh",,,,,,,,0,0,0,25.0,15.0,166.6666667,0,,,,,,,0,,,,1,1,1,1,1,0,1,0
309,BottomLineSprays,Season 2,48,309,2023-01-02,2023-03-10,2023-03-08,"Pitchers, Investments And Businesses",Rahul Dua,Lifestyle/Home,portable jet spray,https://bottomlinesprays.com/,,2,1.0,1.0,,1,,Ahmedabad,Gujarat,,2.0,,,,,,0,0,0,35.0,5.0,700.0,0,,,,,,,0,,,,1,1,1,1,1,0,1,0
310,LilGoodness,Season 2,48,310,2023-01-02,2023-03-10,2023-03-08,"Pitchers, Investments And Businesses",Rahul Dua,Food and Beverage,Healthy Snacks,https://lilgoodness.com/,2020,2,2.0,,,0,,Bangalore,Karnataka,,145.0,65.0,,,,,0,0,0,100.0,1.0,10000.0,1,1,50.0,1.0,50.0,5000.0,1.0,0,,,,1,1,1,1,1,0,1,0
311,ForeverModest,Season 2,49,311,2023-01-02,2023-03-10,2023-03-09,Businesses Adding Value To Society,Rahul Dua,Beauty/Fashion,premium Muslim women's clothing,https://forevermodest.shop/,2021,1,,1.0,,0,,Aurangabad,Maharashtra,,4.2,,,,,,0,0,0,20.0,10.0,200.0,1,1,20.0,20.0,,100.0,4.0,0,,,,1,1,1,1,1,0,1,0
312,Sahayatha,Season 2,49,312,2023-01-02,2023-03-10,2023-03-09,Businesses Adding Value To Society,Rahul Dua,Medical/Health,smart wheelchair with an assistive cleansing device,https://dhanvantribiomedical.com/,2022,1,,1.0,,0,,Coimbatore,Tamil Nadu,,,,,,,,1,0,0,100.0,10.0,1000.0,1,1,100.0,10.0,,1000.0,5.0,0,,,,1,1,1,1,1,0,1,0
313,WickedGud,Season 2,49,313,2023-01-02,2023-03-10,2023-03-09,Businesses Adding Value To Society,Rahul Dua,Food and Beverage,High Protein & Fiber Gluten Free Vegan food,https://wickedgud.com/,2021,3,3.0,,,0,,Mumbai,Maharashtra,,,,,,,,0,0,0,50.0,1.0,5000.0,0,,,,,,,0,,,,1,1,1,1,1,0,1,0
314,maisha,Season 2,49,314,2023-01-02,2023-03-10,2023-03-09,Businesses Adding Value To Society,Rahul Dua,Beauty/Fashion,Handmade Cotton & Jacquard Bags,https://maishalifestyle.com/,2018,3,2.0,1.0,,0,,Ahmedabad,Gujarat,,,,,,,,0,0,0,75.0,3.0,2500.0,1,1,10.0,1.0,65.0,1000.0,1.0,0,,,,1,1,1,1,1,0,1,0
315,NishHair,Season 2,50,315,2023-01-02,2023-03-10,2023-03-10,Season Finale With The Sharks,Rahul Dua,Beauty/Fashion,100% Human Hair Extensions,https://nishhair.com/,2017,1,,1.0,,0,,Mumbai,Maharashtra,670.0,80.0,,30.0,,,,0,0,0,100.0,2.0,5000.0,1,1,100.0,2.0,,5000.0,1.0,0,,,,1,1,1,1,1,0,1,0
316,MYBYK,Season 2,50,316,2023-01-02,2023-03-10,2023-03-10,Season Finale With The Sharks,Rahul Dua,Vehicles/Electrical Vehicles,IoT-enabled bikes,https://mybyk.in/,,1,1.0,,,0,,Ahmedabad,Gujarat,,,,,,,,0,0,0,200.0,1.0,20000.0,0,,,,,,,0,,,,1,1,1,1,1,0,1,0
317,GODESi,Season 2,51,317,2023-01-02,2023-03-10,2023-03-10,Gateway To Shark Tank India,Rahul Dua,Food and Beverage,Handmade lollipops,https://godesi.in/,,2,1.0,1.0,,0,,Bangalore,Karnataka,,270.0,,,,,,0,0,0,90.0,0.5,18000.0,1,0,,,,,,0,,,,1,1,0,1,0,0,1,1
318,TAC,Season 2,51,318,2023-01-02,2023-03-10,2023-03-10,Gateway To Shark Tank India,Rahul Dua,Beauty/Fashion,"ayurveda co for glowing skin, makeup & open pores",https://theayurvedaco.com/,,2,1.0,1.0,,1,,Mumbai,Maharashtra,,,,,,,,0,0,0,150.0,0.5,30000.0,1,1,81.0,1.0,69.0,8100.0,2.0,0,,,,1,1,0,1,0,0,1,1
319,Naara-Aaba,Season 2,51,319,2023-01-02,2023-03-10,2023-03-10,Gateway To Shark Tank India,Rahul Dua,Liquor/Alcohol,pears and plum wine,https://www.naaraaaba.com/,2017,2,1.0,1.0,,1,,Ziro,Arunachal Pradesh,,,50.0,18.0,,,,0,0,0,75.0,2.5,3000.0,1,1,50.0,5.0,25.0,1000.0,2.0,0,,,,1,1,0,1,0,0,1,1
320,StyloBug,Season 2,51,320,2023-01-02,2023-03-10,2023-03-10,Gateway To Shark Tank India,Rahul Dua,Beauty/Fashion,Girls Dresses Online,https://stylobug.com/,,2,1.0,1.0,,0,,Delhi,Delhi,1400.0,46.0,,18.0,,,,0,0,0,80.0,2.0,4000.0,1,1,80.0,10.0,,800.0,1.0,0,,,,1,1,0,1,0,0,1,1
321,ZenOnco,Season 2,0,321,2023-01-02,2023-03-10,,Unseen,Rahul Dua,Medical/Health,saving lives from cancer,https://zenonco.io/,,2,1.0,1.0,,0,,Jodhpur,Rajasthan,,21.0,,,,,,0,0,0,100.0,1.0,10000.0,1,0,,,,,,0,,,,1,1,0,1,0,0,1,1
322,HonestHome,Season 3,1,322,2024-01-22,2024-03-31,2024-01-22,Bigger Better and Smarter,Rahul Dua,Green/CleanTech,Eco friendly products,https://honesthome.in/,2019,1,1.0,,,0,,Dhampur,Uttar Pradesh,1400.0,142.0,,5.0,,,,0,0,0,100.0,2.0,5000.0,1,1,100.0,3.0,,3333.333333,1.0,0,1.0,150.0,,1,1,1,1,0,0,1,0
323,AdilQadri,Season 3,1,323,2024-01-22,2024-03-31,2024-01-22,Bigger Better and Smarter,Rahul Dua,Beauty/Fashion,Perfumes and Attar,https://www.adilqadri.com/,2020,1,1.0,,,0,,Bilimora,Gujarat,2070.0,600.0,70.0,,,,,0,0,0,100.0,0.5,20000.0,1,1,100.0,1.0,,10000.0,1.0,0,1.0,100.0,,1,1,1,1,0,0,1,0
