staging_id,company,season,episode_number,pitch_number,season_start,season_end,original_air_date,episode_title,anchor,sector,business_description,company_website,started_in,founder_count,male_presenters,female_presenters,transgender_presenters,couple_presenters,pitchers_average_age,pitchers_city,pitchers_state,yearly_revenue,monthly_sales,gross_margin,net_margin,ebitda,cash_burn,skus,has_patents,bootstrapped,part_of_match_off,asked_amount,equity_asked,valuation_requested,received_offer,accepted_offer,invested_amount,equity_final,total_deal_debt,deal_valuation,number_of_sharks_in_deal,deal_has_conditions,royalty_percentage,royalty_recouped_amount,advisory_shares_equity,namita_present,vineeta_present,anupam_present,aman_present,peyush_present,ritesh_present,amit_present,guest_present
484,NexeraHealth,Season 4,2,484,2025-01-06,,2025-01-07,"Threads, Kicks And Care",Sahiba Bali/Aashish Solanki,Medical/Health,Healthcare solution for employees,https://nexera.health/,2024,1,1.0,0.0,,0,,Jaipur,Rajasthan,,,,,,,,0,0,0,75.0,1.0,7500.0,0,,,,,,,0,,,,1,1,0,1,0,1,0,1
485,NOOE,Season 4,3,485,2025-01-06,,2025-01-08,From Style To Sustainability,Sahiba Bali/Aashish Solanki,Technology/Software,Premium lifestyle accessories,https://nooe.co/,2022,2,1.0,1.0,,0,,"Delhi,Pune","Delhi,Maharashtra",,50.0,,40.0,,,,0,0,0,50.0,1.0,5000.0,1,1,500.0,51.0,,980.3921569,1.0,1,,,,0,1,1,1,1,0,0,1
486,GoZero,Season 4,3,486,2025-01-06,,2025-01-08,From Style To Sustainability,Sahiba Bali/Aashish Solanki,Food and Beverage,Indulgent guilt-free ice creams,https://letsgozero.in/,2022,1,1.0,0.0,,0,,Mumbai,Maharashtra,,330.0,70.0,,,,,0,0,0,100.0,1.0,10000.0,1,1,100.0,1.5,,6666.666667,1.0,0,,,,0,1,1,1,1,0,0,1
487,CurveElectric,Season 4,3,487,2025-01-06,,2025-01-08,From Style To Sustainability,Sahiba Bali/Aashish Solanki,Technology/Software,e-bike sharing system,https://www.curveelectric.com/,2023,2,2.0,0.0,,0,,Srinagar,Jammu & Kashmir,,,,,4.5,,150.0,0,0,0,500.0,5.0,10000.0,0,,,,,,,0,,,,0,1,1,1,1,0,0,1
488,Gudworld,Season 4,4,488,2025-01-06,,2025-01-09,Sweet Innovations And Smart Solutions,Sahiba Bali/Aashish Solanki,Food and Beverage,Organic jaggery delights,https://gudworld.in/,2021,2,0.0,2.0,,0,,Aurangabad,Maharashtra,600.0,69.0,,,14.2,,,0,0,0,50.0,2.0,2500.0,1,1,50.0,5.0,,1000.0,1.0,0,,,,0,1,1,1,1,0,0,1
489,airth,Season 4,4,489,2025-01-06,,2025-01-09,Sweet Innovations And Smart Solutions,Sahiba Bali/Aashish Solanki,Lifestyle/Home,Innovative air purifiers for ACs,https://airth.in/,2023,2,2.0,0.0,,0,,Delhi,Delhi,600.0,40.0,,,,,,1,0,0,60.0,1.0,6000.0,1,1,100.0,3.7,,2702.702703,2.0,0,,,,0,1,1,1,1,0,0,1
490,OneDios,Season 4,4,490,2025-01-06,,2025-01-09,Sweet Innovations And Smart Solutions,Sahiba Bali/Aashish Solanki,Lifestyle/Home,Convenient service request platform,https://www.onedios.com/,2019,1,1.0,0.0,,0,,Noida,Uttar Pradesh,357.0,,,,,,,0,0,0,75.0,1.5,5000.0,0,,,,,,,0,,,,0,1,1,1,1,0,0,1
491,InnerGize,Season 4,5,491,2025-01-06,,2025-01-10,Pitching Wellness And Luxury,Sahiba Bali/Aashish Solanki,Medical/Health,Mental wellness wearables,https://getinnergize.com/,,3,2.0,1.0,,0,,Delhi,Delhi,,,,,,,,1,0,0,54.0,1.5,3600.0,1,1,100.0,4.2,,2380.952381,3.0,0,,,,0,1,0,1,0,1,0,0
492,PersonalTouchSkincare,Season 4,5,492,2025-01-06,,2025-01-10,Pitching Wellness And Luxury,Sahiba Bali/Aashish Solanki,Beauty/Fashion,Premium skin body home care,https://www.skincarepersonaltouch.com/,2022,2,1.0,1.0,,0,,Panipat,Haryana,1200.0,,,,14.0,,38.0,0,0,0,120.0,1.0,12000.0,0,,,,,,,0,,,,0,1,0,1,0,1,0,0
493,KIWIKisanWindow,Season 4,5,493,2025-01-06,,2025-01-10,Pitching Wellness And Luxury,Sahiba Bali/Aashish Solanki,Lifestyle/Home,Organic grocery solutions,https://kiwikisanwindow.com/,2017,2,1.0,1.0,,1,,Dehradun,Uttarakhand,506.0,,,,5.3,,250.0,0,0,0,50.0,1.0,5000.0,1,1,250.0,10.0,,2500.0,1.0,0,,,,0,1,0,1,0,1,0,0
494,TripoleGear,Season 4,6,494,2025-01-06,,2025-01-13,"Tech, Travel And Cheesecake",Sahiba Bali,Fitness/Sports/Outdoors,Trekking gear essentials backpacks,https://tripole.in/,2017,1,1.0,0.0,,0,,Delhi,Delhi,1420.0,160.0,47.0,,6.0,,250.0,0,1,0,100.0,1.0,10000.0,1,1,75.0,1.15,25.0,6521.73913,1.0,0,,,,1,0,1,1,0,1,0,1
495,Neosapien,Season 4,6,495,2025-01-06,,2025-01-13,"Tech, Travel And Cheesecake",Sahiba Bali,Technology/Software,AI-powered superhuman personal assistant,https://neosapien.xyz/,2024,2,2.0,0.0,,0,,"Gwalior,Indore",Madhya Pradesh,,,,,,,,0,0,0,80.0,2.5,3200.0,1,1,80.0,4.0,,2000.0,1.0,0,,,,1,0,1,1,0,1,0,1
496,MissCheesecake,Season 4,6,496,2025-01-06,,2025-01-13,"Tech, Travel And Cheesecake",Sahiba Bali,Food and Beverage,Delightful affordable cheesecakes,,2024,2,1.0,1.0,,0,,Jodhpur,Rajasthan,,850.0,50.0,35.0,,,6.0,0,0,0,30.0,5.0,600.0,1,0,,,,,,0,,,,1,0,1,1,0,1,0,1
497,SpeedKitchen,Season 4,7,497,2025-01-06,,2025-01-14,From Culinary To Creativity,Sahiba Bali/Aashish Solanki,Food and Beverage,Ready-to-move kitchens,https://speedkitchen.in/,2021,2,2.0,0.0,,0,,Delhi,Delhi,550.0,,,2.0,4.5,,,0,1,0,200.0,3.0,6666.666667,1,1,200.0,6.0,,3333.333333,3.0,0,,,,0,1,0,1,0,1,0,0
498,MudgarClub,Season 4,7,498,2025-01-06,,2025-01-14,From Culinary To Creativity,Sahiba Bali/Aashish Solanki,Fitness/Sports/Outdoors,Traditional fitness tools,https://www.mudgarclub.com/,2023,2,2.0,0.0,,0,,,Haryana,,10.0,,,,,,0,0,0,50.0,10.0,500.0,1,1,50.0,12.5,,400.0,1.0,0,,,,0,1,0,1,0,1,0,0
499,ImagiMake,Season 4,7,499,2025-01-06,,2025-01-14,From Culinary To Creativity,Sahiba Bali/Aashish Solanki,Children/Education,Creative games and toys,https://imagimake.com/,2014,2,1.0,1.0,,1,,Mumbai,Maharashtra,5600.0,,,,,,,1,0,0,150.0,0.5,30000.0,1,0,,,,,,0,,,,0,1,0,1,0,1,0,0
500,BeastLife,Season 4,8,500,2025-01-06,,2025-01-15,"Health, Style And Care",Aashish Solanki,Medical/Health,Affordable protein supplements,https://beastlife.in/,2024,2,2.0,0.0,,0,,"Kanpur,Lucknow",Uttar Pradesh,,23.0,,,,,,0,0,0,100.0,1.0,10000.0,0,,,,,,,0,,,,0,1,1,1,1,0,0,1
501,GoDevil,Season 4,8,501,2025-01-06,,2025-01-15,"Health, Style And Care",Aashish Solanki,Beauty/Fashion,Trendy online fashion,https://godevil.in/,2022,2,1.0,1.0,,0,,Gurugram,Haryana,275.0,51.0,60.0,,,,,0,0,0,80.0,2.0,4000.0,0,,,,,,,0,,,,0,1,1,1,1,0,0,1
502,Havintha,Season 4,8,502,2025-01-06,,2025-01-15,"Health, Style And Care",Aashish Solanki,Beauty/Fashion,Premium hair care products,https://havintha.in/,,1,1.0,0.0,,0,,Indore,Madhya Pradesh,500.0,62.0,,,,,,0,0,0,50.0,2.0,2500.0,1,0,,,,,,0,,,,0,1,1,1,1,0,0,1
503,NurturingGreen,Season 4,9,503,2025-01-06,,2025-01-16,Green Ventures Face Off,Sahiba Bali/Aashish Solanki,Lifestyle/Home,Online plant nursery,https://nurturinggreen.in/,2010,1,1.0,0.0,,0,,Lucknow,Uttar Pradesh,2800.0,400.0,,,5.0,,,0,0,1,100.0,1.0,10000.0,1,1,50.0,1.25,50.0,4000.0,1.0,0,,,,1,1,1,0,1,0,0,1
504,kyari,Season 4,9,504,2025-01-06,,2025-01-16,Green Ventures Face Off,Sahiba Bali/Aashish Solanki,Lifestyle/Home,Online plant nursery,https://kyari.co/,2022,2,2.0,0.0,,0,,Indore,Madhya Pradesh,1048.0,263.0,70.0,,,,,0,0,1,80.0,0.8,10000.0,1,0,,,,,,0,,,,1,1,1,0,1,0,0,1
505,ProjectClay,Season 4,10,505,2025-01-06,,2025-01-17,Young Entrepreneurs Take the Stage,Sahiba Bali/Aashish Solanki,Children/Education,One-on-one college application mentorship,https://www.projectclay.com/,,2,1.0,1.0,,0,,Goa,Goa,,,,,,,,0,0,0,15.0,10.0,150.0,1,1,15.0,10.0,,150.0,1.0,0,,,,1,1,1,1,1,0,0,0
506,DeniBikes,Season 4,10,506,2025-01-06,,2025-01-17,Young Entrepreneurs Take the Stage,Sahiba Bali/Aashish Solanki,Vehicles/Electrical Vehicles,Affordable and eco-friendly electric motorcycles,,,1,1.0,0.0,,0,,Pune,Maharashtra,,,,,,,,0,0,0,30.0,10.0,300.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
507,PrettyLittleShop,Season 4,10,507,2025-01-06,,2025-01-17,Young Entrepreneurs Take the Stage,Sahiba Bali/Aashish Solanki,Lifestyle/Home,Personalized gift solutions,,2021,1,0.0,1.0,,0,,Mumbai,Maharashtra,,86.0,77.0,62.0,,,,0,0,0,30.0,10.0,300.0,0,,,,,,,0,,,,1,1,1,1,1,0,0,0
508,Aquapeya,Season 4,11,508,2025-01-06,,2025-01-20,Smart Solutions And Creative Ideas,Aashish Solanki,Lifestyle/Home,Natural mineral water,https://www.aquapeya.com/,2018,2,2.0,0.0,,0,,Sangli,Maharashtra,1200.0,,,,16.0,,,0,0,0,70.0,2.0,3500.0,1,1,70.0,3.0,,2333.333333,2.0,0,1.0,70.0,,1,0,1,1,1,1,0,0
509,Jarsh,Season 4,11,509,2025-01-06,,2025-01-20,Smart Solutions And Creative Ideas,Aashish Solanki,Manufacturing,Innovative safety wearables,https://jarshsafety.com/,,3,3.0,0.0,,0,,Hyderabad,Telangana,,50.0,,,,,,1,0,0,50.0,1.0,5000.0,1,1,50.0,1.5,,3333.333333,1.0,0,,,,1,0,1,1,1,1,0,0
510,DACBY,Season 4,11,510,2025-01-06,,2025-01-20,Smart Solutions And Creative Ideas,Aashish Solanki,Beauty/Fashion,Platform for pre-owned gaming consoles,https://dacby.com/,2022,1,1.0,0.0,,0,,Kanpur,Uttar Pradesh,,30.0,24.0,,,,,0,0,0,75.0,2.2,3409.090909,0,,,,,,,0,,,,1,0,1,1,1,1,0,0
511,Shyle,Season 4,12,511,2025-01-06,,2025-01-21,Heritage Meets Modernity,Sahiba Bali,Beauty/Fashion,Handcrafted jewellery silver,https://www.shyle.in/,2017,2,1.0,1.0,,1,,Jaipur,Rajasthan,1500.0,120.0,,,,,,0,1,0,70.0,1.0,7000.0,1,1,70.0,1.5,,4666.666667,2.0,0,0.5,70.0,,1,1,1,0,0,1,0,1
512,SavaniHeritage,Season 4,12,512,2025-01-06,,2025-01-21,Heritage Meets Modernity,Sahiba Bali,Business Services,Innovative restoration techniques,https://www.savaniheritage.com/,1995,3,3.0,0.0,,0,,Mumbai,Maharashtra,12400.0,,,9.0,,,,0,0,0,300.0,1.0,30000.0,1,1,100.0,0.8,200.0,12500.0,1.0,0,,,,1,1,1,0,0,1,0,1
513,SNEAKINN,Season 4,12,513,2025-01-06,,2025-01-21,Heritage Meets Modernity,Sahiba Bali,Beauty/Fashion,Premium sneaker care solutions,https://sneakinn.in/,2020,2,1.0,1.0,,1,,Gurugram,Haryana,590.0,,43.0,,15.0,,,0,0,0,90.0,3.0,3000.0,1,1,90.0,6.5,,1384.615385,1.0,0,,,,1,1,1,0,0,1,0,1
514,fupro,Season 4,13,514,2025-01-06,,2025-01-22,Revolutionizing Lives And Businesses,Sahiba Bali/Aashish Solanki,Medical/Health,Affordable prosthetics Orthotics,https://fupro.in/,,2,2.0,0.0,,0,,Chandigarh,"Punjab,Kerala",250.0,,45.0,,19.0,,20.0,1,1,0,60.0,1.0,6000.0,1,1,60.0,4.0,,1500.0,3.0,0,,,,1,0,1,1,0,1,0,1
515,Kanvas,Season 4,13,515,2025-01-06,,2025-01-22,Revolutionizing Lives And Businesses,Sahiba Bali/Aashish Solanki,Beauty/Fashion,Heritage-inspired fashion footwear,https://kanvas.world/,,1,0.0,1.0,,0,,Mumbai,Maharashtra,77.0,,,15.0,,,,0,0,0,60.0,6.0,1000.0,0,,,,,,,0,,,,1,0,1,1,0,1,0,1
516,ezo,Season 4,13,516,2025-01-06,,2025-01-22,Revolutionizing Lives And Businesses,Sahiba Bali/Aashish Solanki,Manufacturing,Innovative billing machines,https://store.ezobooks.in/,,3,3.0,0.0,,0,,Akola,Maharashtra,1200.0,,,,,,,0,0,0,50.0,0.33,15151.51515,0,,,,,,,0,,,,1,0,1,1,0,1,0,1
517,Seven,Season 4,14,517,2025-01-06,,2025-01-23,Tech Meets Creativity And Care,Aashish Solanki,Technology/Software,Innovative payment wearables developed,https://seven.ooo/,2018,3,3.0,0.0,,0,,Mumbai,Maharashtra,61.0,,,,,,,1,0,0,75.0,1.0,7500.0,1,1,75.0,1.5,,5000.0,3.0,0,,,1.5,0,1,1,1,1,0,0,1
518,TheFutureAnimations,Season 4,14,518,2025-01-06,,2025-01-23,Tech Meets Creativity And Care,Aashish Solanki,Technology/Software,Captivating two-dimensional animations,https://thefutureanimations.com/,,2,2.0,0.0,,0,,Delhi,Delhi,160.0,8.0,,40.0,,,,0,0,0,50.0,2.5,2000.0,1,1,50.0,10.0,,500.0,1.0,0,,,,0,1,1,1,1,0,0,1
519,Aignosis,Season 4,14,519,2025-01-06,,2025-01-23,Tech Meets Creativity And Care,Aashish Solanki,Technology/Software,"Early screening, diagnosis, and detection of autism",https://aignosis.in/,,2,2.0,0.0,,0,,Jaipur,Rajasthan,,,,,,,,0,0,0,50.0,4.0,1250.0,1,1,100.0,8.0,,1250.0,3.0,0,,,,0,1,1,1,1,0,0,1
520,Rosha,Season 4,15,520,2025-01-06,,2025-01-24,The Age Of Portable Lighting And Vitamin Patches,Sahiba Bali/Aashish Solanki,Manufacturing,"Wireless, portable, and rechargeable lighting lamps",https://roshaindia.com/,2019,3,3.0,0.0,,0,,Delhi,Delhi,800.0,,,15.0,,,,0,1,0,60.0,1.0,6000.0,1,1,60.0,4.0,,1500.0,2.0,0,1.5,90.0,,1,0,1,1,1,1,0,0
521,MakeMyPayment,Season 4,15,521,2025-01-06,,2025-01-24,The Age Of Portable Lighting And Vitamin Patches,Sahiba Bali/Aashish Solanki,Technology/Software,Automated online fees payment reminder system,https://www.makepayment.in/,2024,4,3.0,1.0,,1,,Ujjain,Madhya Pradesh,,,,,,,,0,0,0,30.0,3.0,1000.0,0,,,,,,,0,,,,1,0,1,1,1,1,0,0
522,PatchUp,Season 4,15,522,2025-01-06,,2025-01-24,The Age Of Portable Lighting And Vitamin Patches,Sahiba Bali/Aashish Solanki,Medical/Health,Patches that provide vitamins through skin absorption,https://patchuphealth.com/,2024,1,0.0,1.0,,0,,Delhi,Delhi,,,90.0,,10.0,,,0,0,0,50.0,1.75,2857.142857,1,1,50.0,2.27,,2202.643172,1.0,0,,,,1,0,1,1,1,1,0,0
523,tikitoro,Season 4,16,523,2025-01-06,,2025-01-27,"Big Ideas, Bigger Stakes",Sahiba Bali,Beauty/Fashion,Personal care products for kids and teens,https://tikitoro.com/,2021,1,0.0,1.0,,0,,Chennai,Tamil Nadu,850.0,,68.0,,,,,0,1,0,25.0,0.5,5000.0,1,1,25.0,1.0,,2500.0,1.0,1,0.5,25.0,,1,1,1,0,1,0,0,1
524,Ashva,Season 4,16,524,2025-01-06,,2025-01-27,"Big Ideas, Bigger Stakes",Sahiba Bali,Medical/Health,Musculoskeletal healthcare wearables,https://ashvaweartech.com/,,1,0.0,1.0,,0,,Ghaziabad,Uttar Pradesh,70.0,,49.0,,,,,1,0,0,50.0,1.25,4000.0,1,1,50.0,4.0,,1250.0,1.0,1,,,,1,1,1,0,1,0,0,1
525,AseemShakti,Season 4,16,525,2025-01-06,,2025-01-27,"Big Ideas, Bigger Stakes",Sahiba Bali,Beauty/Fashion,Ready-to-wear pocket saree,https://www.aseemshakti.com/,2018,1,0.0,1.0,,0,,Mumbai,Maharashtra,130.0,,,20.0,,,,0,0,0,50.0,2.5,2000.0,1,1,50.0,10.0,,500.0,1.0,0,,,,1,1,1,0,1,0,0,1
526,RBDMachineTools,Season 4,17,526,2025-01-06,,2025-01-28,Reaping Success And Painting The Future,Sahiba Bali/Aashish Solanki,Agriculture,India's first power reaper with a seat,https://www.rbdmachine.com/,,2,2.0,0.0,,0,,Jaipur,Rajasthan,1437.0,267.0,,8.0,,,,0,0,0,100.0,1.0,10000.0,1,1,50.0,1.0,50.0,5000.0,2.0,0,,,,1,0,1,1,0,1,0,1
527,MidasPaint,Season 4,17,527,2025-01-06,,2025-01-28,Reaping Success And Painting The Future,Sahiba Bali/Aashish Solanki,Green/CleanTech,Eco-friendly paints,https://www.midaspaint.com/,2021,4,4.0,0.0,,0,,Pune,Maharashtra,,,,,,,,1,0,0,300.0,5.0,6000.0,0,,,,,,,0,,,,1,0,1,1,0,1,0,1
528,GoodlandPickleball,Season 4,17,528,2025-01-06,,2025-01-28,Reaping Success And Painting The Future,Sahiba Bali/Aashish Solanki,Fitness/Sports/Outdoors,"Pickleball premium paddles, and courts",https://goodlandpickleball.com/,,2,2.0,0.0,,0,,Mumbai,Maharashtra,270.0,,,,50.0,,,0,0,0,80.0,4.0,2000.0,1,1,80.0,6.0,,1333.333333,1.0,1,0.5,80.0,,1,0,1,1,0,1,0,1
529,TheNaturikCo,Season 4,18,529,2025-01-06,,2025-01-29,From Health To Flavours,Sahiba Bali/Aashish Solanki,Food and Beverage,High protein breakfast options,https://thenaturikco.com/,,2,1.0,1.0,,0,,Panchkula,Haryana,582.0,,69.0,,,,,0,0,0,50.0,2.0,2500.0,1,1,400.0,22.22,,1800.180018,5.0,0,,,,0,1,1,1,1,0,0,1
530,Metashot,Season 4,18,530,2025-01-06,,2025-01-29,From Health To Flavours,Sahiba Bali/Aashish Solanki,Fitness/Sports/Outdoors,Console-like cricket game,https://metashot.in/,2023,3,3.0,0.0,,0,,Bangalore,Karnataka,819.0,,,,,,,1,0,0,80.0,1.5,5333.333333,1,1,160.0,5.0,,3200.0,2.0,0,,,,0,1,1,1,1,0,0,1
531,GabruDiChaap,Season 4,18,531,2025-01-06,,2025-01-29,From Health To Flavours,Sahiba Bali/Aashish Solanki,Food and Beverage,Flavourful soya chaap,https://gabrudichaap.com/,2019,2,2.0,0.0,,0,,Hyderabad,Telangana,738.0,94.0,,,20.0,,,0,1,0,70.0,1.0,7000.0,1,1,140.0,6.0,,2333.333333,3.0,0,1.0,140.0,,0,1,1,1,1,0,0,1
532,YaanMan,Season 4,19,532,2025-01-06,,2025-01-30,Disrupting Industries,Aashish Solanki,Beauty/Fashion,Makeup for men,https://www.yaanman.in/,,1,1.0,0.0,,0,,Ahmedabad,Gujarat,35.0,,,,,,,0,1,0,50.0,6.0,833.3333333,1,1,100.0,20.0,,500.0,2.0,0,,,,1,1,1,1,1,0,0,0
533,SonicLamb,Season 4,19,533,2025-01-06,,2025-01-30,Disrupting Industries,Aashish Solanki,Lifestyle/Home,Premium headphones,https://in.soniclamb.com/,,2,2.0,0.0,,0,,Mangalore,Karnataka,100.0,28.0,,,,,,0,0,0,50.0,1.0,5000.0,1,1,50.0,1.0,,5000.0,1.0,0,,,1.0,1,1,1,1,1,0,0,0
534,Woolah,Season 4,19,534,2025-01-06,,2025-01-30,Disrupting Industries,Aashish Solanki,Food and Beverage,World’s first bagless tea dip,https://woolahtea.com/,2021,1,1.0,0.0,,0,,Sivasagar,Assam,200.0,19.0,,,2.0,,,0,0,0,50.0,1.66,3012.048193,1,1,50.0,2.5,,2000.0,1.0,0,,,2.5,1,1,1,1,1,0,0,0
535,EM5,Season 4,20,535,2025-01-06,,2025-01-31,"Style, Scent And Stories",Aashish Solanki,Beauty/Fashion,Pocket perfumes,https://www.houseofem5.com/,,1,1.0,0.0,,0,,Indore,Madhya Pradesh,835.0,170.0,70.0,,,,,0,0,0,70.0,2.0,3500.0,1,1,100.0,10.0,,1000.0,1.0,0,,,,0,1,1,1,1,0,0,1
536,WomanLikeU,Season 4,20,536,2025-01-06,,2025-01-31,"Style, Scent And Stories",Aashish Solanki,Beauty/Fashion,Body-type-specific womenswear,https://www.womanlikeu.com/,,2,1.0,1.0,,0,,Bangalore,Karnataka,470.0,72.0,,,10.0,,,0,0,0,100.0,2.0,5000.0,1,1,100.0,3.0,,3333.333333,1.0,0,2.0,100.0,,0,1,1,1,1,0,0,1
537,BookLeafPublishing,Season 4,20,537,2025-01-06,,2025-01-31,"Style, Scent And Stories",Aashish Solanki,Others,Self-publishing platform,https://www.bookleafpub.com/,,2,1.0,1.0,,0,,"Delhi,Srinagar","Delhi,Jammu & Kashmir",320.0,,,,17.0,,,0,0,0,90.0,5.0,1800.0,0,,,,,,,0,,,,0,1,1,1,1,0,0,1
538,Str8bat,Season 4,21,538,2025-01-06,,2025-02-03,"Game, Glam And Green",Aashish Solanki,Fitness/Sports/Outdoors,A batting sensor,https://www.str8bat.com/,2022,3,3.0,0.0,,0,,Bangalore,Karnataka,120.0,18.0,,,,,,1,0,0,150.0,1.0,15000.0,1,1,150.0,3.5,,4285.714286,2.0,0,,,,1,1,0,1,0,1,0,1
539,Ruby'sOrganics,Season 4,21,539,2025-01-06,,2025-02-03,"Game, Glam And Green",Aashish Solanki,Beauty/Fashion,"Natural and Vegan, Cruelty Free, Clean Cosmetics & Makeup Products",https://rubysorganics.in/,2017,1,0.0,1.0,,0,,Mumbai,Maharashtra,450.0,,,,,,100.0,0,0,0,100.0,2.5,4000.0,1,1,100.0,8.0,,1250.0,1.0,0,,,,1,1,0,1,0,1,0,1
540,TheGoodDoll,Season 4,21,540,2025-01-06,,2025-02-03,"Game, Glam And Green",Aashish Solanki,Children/Education,Sustainable fabric dolls,https://thegooddoll.in/,,2,1.0,1.0,,1,,Ooty,Tamil Nadu,70.0,,,,,,,0,0,0,50.0,5.0,1000.0,0,,,,,,,0,,,,1,1,0,1,0,1,0,1
541,Schickwheel,Season 4,22,541,2025-01-06,,2025-02-04,Big Ideas On The Move,Aashish Solanki,Manufacturing,Food trucks,https://www.schickwheel.com/,,2,2.0,0.0,,0,,Delhi,Delhi,,,,,,,,0,0,0,70.0,1.0,7000.0,1,0,,,,,,0,,,,0,1,1,1,1,0,0,1
542,ClapStoreToys,Season 4,22,542,2025-01-06,,2025-02-04,Big Ideas On The Move,Aashish Solanki,Children/Education,kids' toys creativity and learning with Montessori Busy Boards,https://clapstoretoys.com/,,2,2.0,0.0,,0,,Pune,Maharashtra,254.0,62.0,,,18.0,,,0,0,0,80.0,4.0,2000.0,1,1,100.0,10.0,,1000.0,5.0,0,,,,0,1,1,1,1,0,0,1
543,RahejaSolarFoodProcessing,Season 4,22,543,2025-01-06,,2025-02-04,Big Ideas On The Move,Aashish Solanki,Manufacturing,"High-quality, durable solar dryers",https://www.rsfp.in/,,2,1.0,1.0,,0,,Indore,Madhya Pradesh,700.0,,15.0,,,,,0,0,0,50.0,1.0,5000.0,1,1,175.0,4.38,,3995.43379,3.0,0,,,2.63,0,1,1,1,1,0,0,1
544,Wanderlooms,Season 4,23,544,2025-01-06,,2025-02-05,"Wear, Wash And Work",Aashish Solanki,Fitness/Sports/Outdoors,Adventure-inspired riding apparel,https://www.wanderlooms.com/,,2,2.0,0.0,,0,,Bhopal,Madhya Pradesh,261.0,32.0,,,,,,0,0,0,50.0,2.5,2000.0,1,1,50.0,4.0,,1250.0,2.0,0,,,,1,0,1,1,1,1,0,0
545,Ugees,Season 4,23,545,2025-01-06,,2025-02-05,"Wear, Wash And Work",Aashish Solanki,Lifestyle/Home,India’s first undergarment wash,https://www.ugees.in/,2022,2,1.0,1.0,,1,,Noida,Uttar Pradesh,175.0,29.0,,,,,,0,0,0,50.0,2.5,2000.0,1,1,50.0,4.0,,1250.0,1.0,0,,,,1,0,1,1,1,1,0,0
546,Alt.fCoworking,Season 4,23,546,2025-01-06,,2025-02-05,"Wear, Wash And Work",Aashish Solanki,Business Services,Innovative working spaces,https://www.altfcoworking.com/,2016,2,2.0,0.0,,0,,Gurugram,Haryana,3000.0,,,,10.0,,,0,0,0,100.0,0.75,13333.33333,1,0,,,,,,0,,,,1,0,1,1,1,1,0,0
547,BurgerBae,Season 4,24,547,2025-01-06,,2025-02-06,"Trendy, Tasty And Unique",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Sustainable streetwear clothing brand,https://www.burgerbaeclothing.com/,2019,3,1.0,2.0,,0,,"Ludhiana,Kolkata","Punjab,West Bengal",1180.0,92.0,,5.0,15.0,,,0,0,0,100.0,2.5,4000.0,1,1,200.0,20.0,,1000.0,3.0,0,,,,1,0,1,1,0,0,0,0
548,BobaBhai,Season 4,24,548,2025-01-06,,2025-02-06,"Trendy, Tasty And Unique",Sahiba Bali/Aashish Solanki,Food and Beverage,Refreshing bubble teas,https://www.bobabhai.com/,2023,1,1.0,0.0,,0,,Bangalore,Karnataka,,170.0,,,20.0,,42.0,0,0,0,50.0,0.3,16666.66667,1,1,90.0,1.0,,9000.0,2.0,0,,,,1,0,1,1,0,0,0,0
549,Hexafun,Season 4,24,549,2025-01-06,,2025-02-06,"Trendy, Tasty And Unique",Sahiba Bali/Aashish Solanki,Beauty/Fashion,Quirky products with funky accessories,https://hexafunstyles.com/,2021,2,1.0,1.0,,0,,"Mumbai,Delhi","Maharashtra,Delhi",320.0,57.0,,,,,,0,0,0,100.0,4.0,2500.0,0,,,,,,,0,,,,1,0,1,1,0,0,0,0
550,RepeatGud,Season 4,25,550,2025-01-06,,2025-02-07,Bold Ideas On The Table,Sahiba Bali/Aashish Solanki,Food and Beverage,Chemical-free sauces,https://repeatgud.com/,2024,1,0.0,1.0,,0,,Raipur,Chhattisgarh,,1.0,,,,,,0,0,0,50.0,5.0,1000.0,1,1,50.0,10.0,,500.0,1.0,1,,,,1,0,1,1,0,0,0,0
551,SkateSupplyIndia,Season 4,25,551,2025-01-06,,2025-02-07,Bold Ideas On The Table,Sahiba Bali/Aashish Solanki,Fitness/Sports/Outdoors,Skateboard distribution and retail,https://www.skatesupplyindia.com/,2023,2,1.0,1.0,,1,,Chandigarh,Punjab,85.0,,,9.0,,,,0,0,0,50.0,2.0,2500.0,1,0,,,,,,0,,,,1,0,1,1,0,0,0,0
552,UtopianDrinks,Season 4,25,552,2025-01-06,,2025-02-07,Bold Ideas On The Table,Sahiba Bali/Aashish Solanki,Food and Beverage,Fresh fruit juices and smoothies,https://utopian.fit/,,2,1.0,1.0,,1,,Thane,Maharashtra,2915.0,7.0,,,,,,0,0,0,40.0,1.8,2222.222222,0,,,,,,,0,,,,1,0,1,1,0,0,0,0
553,GOFIG,Season 4,26,553,2025-01-06,,2025-02-10,From Eco-friendly Tech To Edible Delights,Aashish Solanki,Green/CleanTech,Digital platform to minimize waste,https://gofig.in/,2023,2,1.0,1.0,,1,,Pune,Maharashtra,,2.27,35.0,,,,,0,0,0,50.0,2.0,2500.0,1,0,,,,,,0,,,,1,0,1,1,1,1,0,0
